0	0
2	67
5	187
8	287
10	364
12	430
15	530
17	612
19	670
21	749
23	808
25	866
27	924
30	1013
32	1076
33	1107
34	1126
36	1174
38	1212
40	1260
42	1285
44	1301
46	1317
48	1340
50	1355
52	1334
54	1314
56	1307
58	1261
60	1196
62	1104
64	1056
66	993
68	957
70	917
72	850
74	822
76	803
78	762
80	726
82	690
84	665
86	647
88	627
90	611
92	592
94	568
96	548
98	500
100	526
102	485
104	470
106	457
108	447
110	440
112	427
114	415
116	403
118	394
120	386
122	375
124	372
126	374
128	375
130	375
132	373
134	371
136	367
138	361
140	359
142	358
144	361
146	355
148	351
150	347
152	339
154	329
156	322
158	313
160	312
162	308
164	298
166	293
168	290
170	286
172	289
174	289
176	289
178	289
180	285
182	282
184	279
186	279
188	279
190	271
192	265
194	259
196	254
198	241
200	229
202	221
204	223
206	220
208	224
210	221
212	220
214	222
216	221
218	221
220	219
222	218
224	218
226	217
228	215
230	213
232	212
234	215
236	214
238	215
240	210
242	210
244	208
246	205
248	204
250	203
252	199
254	203
256	203
258	203
260	182
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
